CONUS10k,Tree_TCA,Tree_CONNECT_,Tree_CLUMPY,Tree_NDCA,Water_CLUMPY,Water_CA,Developed_CA
74742,0.27,1.7716,0.3324,2.0,0.7874,4.23,149.85
74743,38.61,2.6235,0.6929,62.0,NA,NA,160.47
74744,67.86,4.9679,0.7279,82.0,0.6295,2.97,184.14
74745,91.35,3.3114,0.6971,139.0,0.6176,1.98,201.96
74746,78.75,2.6954,0.691,124.0,0.88,1.53,188.73
74747,9.09,2.5175,0.6036,37.0,0.6302,7.02,218.43
74748,15.57,3.3234,0.6353,31.0,0.6557,4.86,194.13
74749,4.68,5.7143,0.6185,15.0,0.6423,21.06,198.45
74750,82.98,2.3706,0.7054,100.0,0.6199,19.26,296.64
74751,105.57,2.3602,0.6955,124.0,0.6479,43.74,309.15
74752,104.13,2.414,0.6789,138.0,0.9174,428.31,222.93
74753,90.18,2.8919,0.7229,85.0,0.5724,27.9,203.22
74754,50.76,3.6716,0.6589,103.0,0.572,36.99,203.49
74755,50.04,1.9773,0.6249,117.0,0.6352,71.64,184.5
74756,68.4,1.5935,0.6467,117.0,0.678,80.46,184.95
74757,88.11,1.7739,0.6454,131.0,0.6253,67.41,198.72
74758,36.72,1.5156,0.5676,100.0,0.6529,38.07,197.01
74759,90.9,1.3989,0.6392,138.0,0.6409,42.75,201.51
74760,201.06,1.5847,0.6796,212.0,0.6264,83.16,256.86
74761,291.87,2.046,0.7225,183.0,0.6453,119.88,265.59
74762,157.59,1.6893,0.6388,190.0,0.6417,147.15,608.49
74763,286.11,1.9347,0.7539,119.0,0.6705,153.54,278.46
74764,132.93,2.5811,0.7644,47.0,0.7052,56.79,248.31
74765,12.51,1.5123,0.5896,21.0,0.6539,38.7,267.3
74766,16.83,1.6746,0.5889,35.0,0.6409,27.63,363.51
74767,235.53,1.9406,0.7154,165.0,0.721,69.93,249.66
74768,220.5,1.6132,0.6783,188.0,0.6384,26.28,239.04
74769,389.43,1.5816,0.6779,322.0,0.6778,40.5,231.66
74770,759.33,1.4917,0.7146,379.0,0.5621,44.55,244.08
74771,493.02,1.701,0.7099,314.0,0.7227,267.93,233.55
74772,116.01,1.2704,0.6499,141.0,0.7347,75.24,258.93
74773,202.5,1.3255,0.6581,237.0,0.7202,83.88,314.19
74774,184.77,1.2392,0.644,228.0,0.7763,86.85,255.6
74775,329.49,1.4404,0.6726,275.0,0.7494,158.67,229.14
74776,169.65,1.108,0.624,226.0,0.8007,99.27,259.83
74777,524.16,1.2836,0.6938,271.0,0.7032,56.07,254.61
74778,664.29,1.2355,0.6838,369.0,0.58,40.23,196.2
74779,613.35,1.1913,0.6772,325.0,0.7094,167.85,234.27
74780,666.18,1.2262,0.7024,315.0,0.697,210.06,238.23
74781,376.38,1.237,0.6514,314.0,0.7096,90.45,232.38
74782,792.09,1.3691,0.7206,287.0,0.7253,131.94,259.56
74783,264.24,1.1731,0.6453,191.0,0.7275,128.88,684.45
74784,151.11,1.6598,0.6852,112.0,0.6575,125.91,251.55
74785,868.14,2.1299,0.8054,175.0,0.8982,645.21,387.36
74786,991.98,2.1607,0.8156,151.0,0.8802,121.95,385.83
75192,53.82,4.3196,0.6873,53.0,0.5861,1.71,165.24
75193,71.91,3.4183,0.7176,51.0,0.6111,1.17,251.37
75194,64.17,3.4615,0.7047,47.0,0.389,20.88,248.04
75195,96.3,4.244,0.7019,74.0,0.3902,39.6,203.22
75196,78.39,2.8009,0.6634,95.0,0.506,47.7,249.93
75197,0.0,4.2807,0.2089,0.0,NA,NA,171.99
75198,0.09,2.3256,0.2278,1.0,NA,NA,144.0
75199,0.0,1.7316,0.3105,0.0,NA,NA,205.2
75200,0.63,4.5884,0.3769,2.0,NA,NA,225.99
75201,9.45,3.6926,0.5174,24.0,0.8,0.45,243.9
75202,7.47,3.0692,0.4934,15.0,NA,NA,155.97
75203,0.36,4.5571,0.2593,2.0,NA,NA,95.13
75204,3.78,4.1264,0.5058,7.0,NA,NA,216.09
75205,25.56,2.6316,0.6178,40.0,0.8536,2.34,204.12
75206,35.91,2.3041,0.6036,69.0,0.5384,0.9,276.21
75207,39.69,3.3154,0.6657,57.0,0.5832,2.07,253.89
75208,21.24,5.1209,0.6906,29.0,0.7222,1.17,193.05
75209,17.91,3.7084,0.6471,48.0,0.6666,1.44,152.91
75210,22.23,3.7639,0.6494,50.0,0.5278,7.2,174.96
75211,36.0,3.1348,0.6612,85.0,0.6598,5.22,205.74
75212,35.46,3.1329,0.6775,63.0,0.5934,11.34,211.59
75213,96.48,4.6585,0.7788,37.0,0.564,31.32,192.78
75214,336.87,2.6832,0.781,114.0,0.8967,536.4,438.21
75215,105.57,2.6275,0.7016,82.0,0.9812,3663.9,205.65
75216,139.5,2.1746,0.6853,127.0,0.9463,662.94,370.53
75217,185.04,2.008,0.6988,136.0,0.5842,71.46,279.63
75218,269.01,1.4406,0.6922,198.0,0.621,86.67,463.05
75219,142.65,1.5958,0.6696,148.0,0.6591,118.98,283.59
75220,91.62,2.0162,0.6234,134.0,0.7079,111.96,269.91
75221,275.4,1.9425,0.7304,156.0,0.729,133.2,381.33
75222,219.33,1.821,0.6944,164.0,0.7227,147.42,349.29
75223,260.37,2.4637,0.767,98.0,0.7181,113.13,332.73
75224,56.25,2.7412,0.6842,49.0,0.6564,18.36,211.59
75225,9.0,2.4055,0.5601,21.0,0.6236,21.69,262.08
75226,32.31,2.0376,0.685,19.0,0.6308,21.96,226.08
75227,16.65,3.4749,0.611,44.0,0.645,33.3,273.87
75228,34.92,1.9479,0.5917,75.0,0.5658,24.03,379.26
75229,106.29,1.9536,0.6828,104.0,0.6135,59.85,323.01
75230,280.98,1.7966,0.7222,177.0,0.657,125.73,253.8
75231,68.04,1.4548,0.6392,100.0,0.7243,47.7,269.55
75232,103.86,1.6095,0.6613,123.0,0.7656,46.62,275.76
75233,272.43,1.6103,0.689,212.0,0.7085,223.38,827.55
75234,321.93,1.8817,0.7563,133.0,0.7807,31.14,232.56
75235,217.71,1.9193,0.7099,133.0,0.8336,183.42,298.26
75236,156.78,1.288,0.672,136.0,0.7579,126.72,258.12
75237,269.37,1.6489,0.6614,251.0,0.7416,203.76,506.07
75238,325.26,1.3321,0.6648,316.0,0.7812,99.0,188.01
75239,337.41,1.2952,0.6611,298.0,0.809,154.26,216.18
75240,321.21,1.1781,0.6412,281.0,0.8171,122.67,217.89
75241,440.82,1.2359,0.6388,405.0,0.5408,45.54,282.78
75242,594.54,1.1986,0.668,357.0,0.6342,77.04,315.0
75243,361.71,1.0171,0.6398,275.0,0.657,206.46,306.27
75244,338.49,1.0118,0.6234,322.0,0.7012,162.27,264.78
75245,267.75,0.9828,0.5962,291.0,0.6677,134.19,276.3
75246,168.39,1.1133,0.5952,256.0,0.5433,45.72,280.08
75247,488.79,1.3576,0.7209,254.0,0.8019,97.47,250.74
75248,324.36,2.1203,0.715,168.0,0.8854,441.0,346.86
75655,5.4,2.5532,0.3955,24.0,0.6715,3.6,235.35
75656,20.97,4.6279,0.6713,30.0,0.7984,14.58,169.29
75657,23.49,5.7114,0.6168,27.0,0.8059,31.95,200.79
75658,2.43,6.3768,0.4853,4.0,0.3748,3.06,196.11
75659,54.54,3.9633,0.7107,35.0,0.6146,44.01,363.42
75660,122.22,2.2382,0.7186,65.0,0.5393,61.65,211.41
75661,129.69,3.8095,0.7351,66.0,0.6033,72.27,186.57
75662,308.61,4.1213,0.8035,73.0,0.8444,192.6,221.58
75663,21.87,6.5826,0.6598,33.0,0.9858,489.15,231.21
75664,0.0,2.849,0.2581,0.0,NA,NA,217.62
75665,5.4,4.8513,0.4976,18.0,NA,NA,166.68
75666,30.24,2.306,0.6243,44.0,0.5999,3.24,193.41
75667,4.14,1.63,0.4093,17.0,NA,NA,192.15
75668,0.0,1.2714,0.1558,0.0,NA,NA,216.0
75669,0.0,1.3082,0.1404,0.0,0.4615,0.9,216.54
75670,1.26,1.3152,0.2418,4.0,0.7647,1.08,150.66
75671,0.9,2.1277,0.5314,7.0,0.5242,4.32,276.3
75672,25.47,2.9519,0.6512,73.0,0.6427,3.06,251.73
75673,30.96,2.8651,0.6981,53.0,0.6748,9.81,320.31
75674,27.99,3.2415,0.6624,41.0,0.6772,10.62,229.5
75675,28.71,3.5558,0.6721,51.0,0.6113,10.26,261.36
75676,298.89,2.4695,0.7629,131.0,0.5805,133.56,299.79
75677,74.25,3.228,0.7137,83.0,0.6004,22.77,367.56
75678,38.52,4.0559,0.703,29.0,0.6072,27.54,225.72
75679,78.39,3.3242,0.7347,52.0,0.5884,24.39,181.62
75680,14.76,1.8141,0.6392,25.0,0.6389,54.63,147.15
75681,33.39,2.7259,0.6694,42.0,0.6432,52.92,192.6
75682,48.51,2.9024,0.6923,45.0,0.5783,34.2,149.13
75683,26.91,3.398,0.6142,56.0,0.6144,36.63,197.01
75684,9.45,2.8571,0.6099,16.0,0.6609,34.29,189.36
75685,23.49,2.4952,0.6179,46.0,0.731,71.64,271.62
75686,20.16,2.03,0.6155,33.0,0.5947,38.34,241.83
75687,9.27,2.2368,0.5772,15.0,0.5704,36.54,219.69
75688,190.8,2.7652,0.7331,116.0,0.6455,33.21,315.0
75689,351.36,2.1169,0.7729,116.0,0.6766,50.13,243.72
75690,164.25,2.6508,0.7208,104.0,0.6539,121.41,231.12
75691,144.09,1.886,0.7261,89.0,0.6599,142.92,223.47
75692,111.78,2.3934,0.6741,119.0,0.6116,130.59,422.01
75693,170.37,2.1194,0.7348,106.0,0.6651,88.38,261.36
75694,354.87,1.7564,0.673,334.0,0.6258,147.06,292.41
75695,363.42,1.4377,0.6797,299.0,0.6792,160.92,276.66
75696,217.98,2.0663,0.7376,125.0,0.8208,108.0,308.97
75697,73.17,1.8613,0.6982,66.0,0.8006,82.62,284.94
75698,164.88,1.5621,0.7326,77.0,0.7764,142.02,292.95
75699,83.43,1.3445,0.6393,103.0,0.7844,138.78,358.56
75700,230.4,1.5959,0.6636,232.0,0.7371,206.91,331.29
75701,178.83,1.1819,0.6267,207.0,0.8242,135.63,186.57
75702,93.69,1.0379,0.5497,195.0,0.8195,143.73,234.9
75703,300.69,1.0604,0.6446,243.0,0.7553,93.33,243.81
75704,446.76,1.2337,0.6522,361.0,0.5979,52.38,263.52
75705,438.3,1.1264,0.6192,401.0,0.6638,168.93,276.48
75706,244.71,1.0938,0.6017,353.0,0.7982,165.51,271.98
75707,334.89,1.0732,0.6528,259.0,0.532,21.87,240.48
75708,348.66,1.1745,0.6157,344.0,0.5713,60.21,296.91
75709,475.02,1.1588,0.6931,269.0,0.531,16.11,249.84
75710,1752.21,1.9662,0.8055,261.0,0.9025,434.25,256.86
76118,0.27,2.5794,0.3032,1.0,NA,NA,182.79
76119,0.0,8.5561,0.0721,0.0,0.7754,2.7,153.18
76120,0.0,5.5556,-1.0,0.0,NA,NA,163.17
76121,0.0,3.2258,0.092,0.0,NA,NA,140.76
76122,2.34,3.9034,0.4957,11.0,0.7178,4.14,229.23
76123,7.56,3.5379,0.5873,17.0,NA,NA,162.99
76124,5.58,4.2748,0.5208,17.0,NA,NA,151.83
76125,10.89,5.1436,0.5879,19.0,0.9724,134.19,229.95
76126,39.87,3.6437,0.6291,48.0,0.9869,855.99,267.12
76127,136.17,3.0997,0.7474,64.0,0.7707,11.25,300.15
76128,276.66,2.755,0.7712,102.0,0.6766,9.72,432.45
76129,294.75,2.5528,0.787,78.0,0.6472,111.15,296.55
76130,196.74,1.6585,0.6951,109.0,0.6016,77.22,1044.45
76131,261.0,1.6901,0.7239,118.0,0.5853,78.93,233.46
76132,247.77,1.6732,0.7238,83.0,0.5875,79.02,378.72
76133,385.83,2.064,0.7931,60.0,0.5002,51.12,219.69
76134,159.75,2.9609,0.7735,55.0,0.6229,54.45,254.7
76135,12.06,1.4286,0.6099,38.0,0.6176,19.98,214.02
76136,127.44,2.6846,0.7028,130.0,0.6548,68.94,236.34
76137,177.75,2.5886,0.7378,113.0,0.6244,101.7,298.08
76138,173.88,2.9368,0.7356,102.0,0.624,99.36,417.96
76139,47.16,3.0303,0.6637,85.0,0.5933,25.38,258.48
76140,2.43,1.6563,0.5329,13.0,0.5774,23.58,200.07
76141,6.84,2.1549,0.54990000000000006,31.0,0.5689,38.88,207.99
76142,0.18,1.1101,0.3852,2.0,0.5536,20.79,229.05
76143,5.22,1.7772,0.5555,16.0,0.5735,15.12,218.25
76144,2.52,2.0875,0.5379,10.0,0.58,26.82,202.95
76145,3.6,1.7649,0.5297,20.0,0.5768,30.78,221.04
76146,67.5,2.8203,0.7013,65.0,0.6048,34.2,279.18
76147,14.04,1.8513,0.6263,26.0,0.6427,29.16,250.47
76148,4.5,1.2885,0.5461,11.0,0.6042,35.46,265.5
76149,27.27,1.7603,0.5992,57.0,0.6558,43.65,270.27
76150,103.14,1.6451,0.6852,110.0,0.6065,67.41,272.7
76151,74.61,2.0156,0.6818,62.0,0.6249,51.48,243.99
76152,254.61,2.4173,0.7202,151.0,0.6326,142.38,232.02
76153,7.47,2.0545,0.5692,14.0,0.6114,19.8,250.11
76154,24.66,3.1388,0.6201,34.0,0.7122,25.83,325.44
76155,54.99,3.1311,0.6869,70.0,0.4994,11.97,314.82
76156,85.05,2.5958,0.6929,68.0,0.6303,14.58,402.66
76157,80.01,2.0188,0.6726,99.0,0.7099,52.11,231.57
76158,55.62,1.9839,0.6566,86.0,0.6758,29.79,244.62
76159,63.72,1.5918,0.6769,50.0,0.7961,99.99,267.21
76160,68.85,1.8041,0.6925,39.0,0.8405,141.84,272.97
76161,213.12,1.6404,0.7328,122.0,0.6314,54.0,253.71
76162,354.15,1.8274,0.7294,164.0,0.7066,271.71,736.02
76163,212.31,1.4202,0.6958,152.0,0.7284,64.8,955.08
76164,126.81,1.1256,0.6316,139.0,0.8352,140.4,257.85
76165,153.45,1.1003,0.615,159.0,0.7491,54.36,224.82
76166,471.78,1.1257,0.6782,334.0,0.7643,49.32,192.51
76167,533.16,1.1888,0.6591,371.0,0.623,85.5,224.82
76168,412.29,1.1955,0.642,366.0,0.6814,144.54,233.28
76169,310.5,1.1004,0.6039,390.0,0.6451,91.44,243.36
76170,155.34,0.9611,0.5545,237.0,0.6138,85.77,212.04
76171,184.41,1.1184,0.6047,277.0,0.6923,54.9,205.56
76172,1274.67,1.5571,0.7836,259.0,0.8738,483.12,306.99
76173,1365.39,2.5925,0.8414,144.0,0.8772,169.47,469.26
76581,0.0,3.0303,0.0969,0.0,NA,NA,266.31
76582,0.0,6.6176,0.0936,0.0,NA,NA,157.77
76583,0.0,9.1667,0.2248,0.0,NA,NA,152.64
76584,0.0,5.4945,0.2977,0.0,NA,NA,196.74
76585,0.0,9.4737,0.2561,0.0,NA,NA,201.51
76586,0.0,10.0,0.1289,0.0,NA,NA,162.18
76587,0.0,2.8986,0.1801,0.0,NA,NA,114.3
76588,0.0,5.7041,0.2037,0.0,NA,NA,133.74
76589,17.28,5.3062,0.6412,28.0,0.825,2.25,209.61
76590,40.05,3.9515,0.7105,38.0,1.0,0.9,243.54
76591,8.91,2.5395,0.5837,24.0,NA,NA,288.18
76592,0.27,4.1975,0.1889,1.0,0.6691,6.48,222.75
76593,41.76,2.5184,0.6142,52.0,0.6666,0.99,223.2
76594,8.64,1.9055,0.4767,25.0,0.75,0.81,150.3
76595,0.72,1.7527,0.2839,5.0,NA,NA,158.76
76596,35.64,1.2553,0.5529,39.0,0.4481,9.27,173.61
76597,117.63,3.55,0.6973,108.0,0.7028,56.97,368.01
76598,122.4,2.5939,0.7248,93.0,0.721,112.5,345.87
76599,122.67,2.8222,0.7184,119.0,0.6616,69.21,458.28
76600,38.61,3.3802,0.684,65.0,0.6198,40.32,234.09
76601,9.72,3.0166,0.6377,22.0,0.63,41.67,231.3
76602,68.76,3.1388,0.7386,44.0,0.5965,38.16,259.11
76603,6.39,1.8983,0.54,26.0,0.5606,23.76,311.04
76604,10.26,5.2851,0.5889,23.0,0.6272,17.1,253.53
76605,1.17,2.4325,0.3744,6.0,0.6665,6.3,332.82
76606,2.16,1.8219,0.4675,8.0,0.6511,2.43,277.02
76607,0.36,1.8583,0.4306,4.0,0.5899,13.32,260.37
76608,22.77,2.5617,0.655,37.0,0.605,18.54,227.07
76609,3.33,2.9223,0.5663,12.0,0.6078,24.03,225.81
76610,74.88,2.6747,0.6919,90.0,0.5866,14.58,245.97
76611,50.22,2.4711,0.6779,54.0,0.6771,21.69,363.78
76612,44.1,1.5504,0.6164,94.0,0.5695,53.28,252.18
76613,213.3,1.763,0.7325,125.0,0.595,111.06,209.43
76614,110.43,2.6275,0.6924,101.0,0.6346,116.64,261.0
76615,16.11,3.5329,0.5673,31.0,0.7941,24.75,405.45
76616,18.99,3.7405,0.5952,43.0,0.6223,5.13,284.13
76617,23.76,2.1471,0.6242,34.0,0.644,11.16,295.65
76618,4.05,2.2339,0.5087,15.0,0.5837,10.08,247.41
76619,40.5,1.5922,0.6502,54.0,0.687,69.84,298.62
76620,108.9,1.6268,0.6699,110.0,0.5751,21.24,282.87
76621,96.93,1.5471,0.6492,95.0,0.8069,81.45,262.44
76622,343.89,1.4387,0.7183,219.0,0.744,121.68,275.58
76623,139.41,1.6371,0.7263,91.0,0.6951,51.12,263.88
76624,230.49,1.7513,0.7013,183.0,0.6381,240.39,339.57
76625,88.65,1.3436,0.6634,79.0,0.6847,88.65,188.82
76626,158.85,1.4047,0.6959,102.0,0.7244,74.34,277.74
76627,35.19,1.1745,0.5496,68.0,0.7919,86.58,230.67
76628,225.63,1.1787,0.6367,234.0,0.7851,111.6,224.46
76629,392.4,1.249,0.6626,292.0,0.6324,114.93,293.67
76630,246.06,1.1051,0.6074,303.0,0.6614,179.46,481.23
76631,226.89,1.0913,0.6273,255.0,0.742,97.02,279.99
76632,280.89,1.0189,0.6202,317.0,0.6134,58.14,280.71
76633,280.26,1.0617,0.6169,300.0,0.6072,91.8,612.18
76634,407.34,1.0972,0.671,244.0,0.6591,55.08,294.03
76635,774.36,2.1608,0.8089,133.0,0.8894,314.46,467.64
77044,0.0,1.8826,0.0234,0.0,NA,NA,238.14
77045,0.0,7.1429,0.0833,0.0,NA,NA,158.58
77046,0.0,17.5824,0.2351,0.0,NA,NA,203.85
77047,0.0,8.3077,0.1294,0.0,NA,NA,202.86
77048,0.0,3.268,0.1949,0.0,0.976,6.39,178.65
77049,0.0,4.3011,0.1663,0.0,NA,NA,157.14
77050,34.74,5.8858,0.6274,53.0,0.5714,0.54,153.63
77051,76.32,3.7871,0.6831,69.0,0.6666,1.44,210.06
77052,41.4,3.7848,0.6593,63.0,0.7722,26.73,307.98
77053,2.43,3.9787,0.4674,12.0,0.8681,4.77,153.18
77054,0.54,8.9342,0.3162,4.0,NA,NA,141.39
77055,20.79,1.9546,0.5283,37.0,0.9339,629.91,192.96
77056,5.76,1.4823,0.3253,8.0,0.8601,48.33,154.26
77057,0.0,1.7286,0.1393,0.0,0.8571,0.54,170.73
77058,0.09,1.2633,0.1378,1.0,0.7333,0.99,170.01
77059,113.04,1.5363,0.593,173.0,0.932,820.8,215.1
77060,74.34,2.381,0.709,92.0,0.6142,22.95,184.14
77061,51.3,1.8038,0.6564,100.0,0.5941,25.65,203.04
77062,39.33,2.2658,0.6371,89.0,0.5845,23.04,226.98
77063,52.92,1.624,0.6539,96.0,0.6323,57.69,195.84
77064,27.99,1.8418,0.6318,81.0,0.625,43.56,144.72
77065,22.86,2.122,0.6238,57.0,0.615,10.35,216.27
77066,4.14,2.0808,0.541,23.0,0.7368,28.71,773.91
77067,2.97,2.0887,0.5461,13.0,0.5077,33.12,468.09
77068,0.36,2.0829,0.379,3.0,0.5387,26.91,330.75
77069,0.0,1.8509,0.3141,0.0,0.5286,6.21,341.01
77070,0.36,2.7451,0.4341,2.0,0.6803,5.04,290.7
77071,1.53,1.7805,0.4801,7.0,0.674,16.47,237.24
77072,24.39,4.0626,0.6762,24.0,0.6047,20.79,182.88
77073,43.83,2.3838,0.676,64.0,0.5914,32.58,313.65
77074,68.13,3.2783,0.7066,59.0,0.6358,24.57,288.27
77075,101.07,2.3682,0.6992,90.0,0.6119,48.96,282.06
77076,16.92,2.9275,0.6323,27.0,0.576,38.43,314.73
77077,3.51,2.965,0.4809,8.0,0.8283,93.15,347.49
77078,11.25,2.1782,0.5885,14.0,0.6664,9.45,254.7
77079,5.04,1.6635,0.5115,22.0,0.6378,12.15,223.29
77080,2.79,1.7999,0.4751,10.0,0.8688,50.76,208.17
77081,2.52,2.5114,0.4832,8.0,0.6256,7.47,259.83
77082,45.27,1.99,0.6928,42.0,0.6968,6.75,228.24
77083,54.63,1.1577,0.5966,110.0,0.6786,23.94,295.56
77084,229.95,1.1421,0.6783,211.0,0.8286,117.81,233.19
77085,296.19,1.2787,0.7024,213.0,0.762,119.61,263.7
77086,191.52,1.3751,0.7181,125.0,0.645,39.69,268.56
77087,159.12,1.6922,0.6604,172.0,0.6938,234.72,424.62
77088,96.21,1.3605,0.6271,106.0,0.7951,113.13,270.9
77089,34.83,1.2767,0.5633,40.0,0.76,77.67,362.7
77090,267.66,1.2072,0.6779,217.0,0.8252,172.98,265.23
77091,310.14,1.1482,0.6686,262.0,0.7058,128.79,270.99
77092,161.01,1.0854,0.5843,279.0,0.7048,117.45,297.0
77093,266.76,1.202,0.6406,246.0,0.6943,104.4,248.22
77094,220.32,1.1759,0.6095,254.0,0.7209,98.28,196.11
77095,147.51,1.0913,0.5847,245.0,0.6805,110.25,228.15
77096,425.34,1.1017,0.6678,273.0,0.6279,54.9,267.21
77097,971.1,1.5309,0.7494,273.0,0.8733,412.11,325.08
77098,1200.33,2.2649,0.8595,104.0,0.8627,126.54,388.98
77507,0.0,2.193,0.1263,0.0,NA,NA,240.57
77508,0.18,7.078,0.2634,1.0,0.7272,1.35,177.3
77509,4.23,4.9686,0.4565,8.0,0.7341,14.22,226.35
77510,8.82,3.5897,0.5456,18.0,0.8709,37.53,220.32
77511,104.58,4.3205,0.7326,43.0,0.9596,476.28,264.42
77512,36.81,4.0134,0.6574,43.0,NA,NA,212.49
77513,41.67,4.0872,0.6303,48.0,0.7514,8.1,222.84
77514,37.44,5.5072,0.7055,34.0,NA,NA,168.39
77515,3.24,3.8153,0.4686,6.0,NA,NA,164.34
77516,1.62,4.4569,0.4307,6.0,NA,NA,180.63
77517,13.5,2.4085,0.4874,35.0,0.4,0.45,149.76
77518,0.0,2.2336,0.1163,0.0,NA,NA,129.33
77519,0.0,1.3918,0.1367,0.0,0.8,0.45,174.6
77520,0.09,1.1333,0.1641,1.0,0.6551,1.71,139.5
77521,82.44,1.7388,0.6175,61.0,0.539,5.31,183.78
77522,192.15,4.0555,0.7717,65.0,0.6836,10.53,211.68
77523,10.26,1.8979,0.5801,45.0,0.6231,22.5,180.9
77524,67.14,1.2931,0.6635,129.0,0.5913,32.31,204.48
77525,12.06,1.5124,0.6327,35.0,0.6375,33.39,236.43
77526,25.11,2.2752,0.6002,83.0,0.6322,54.0,133.11
77527,12.42,2.8826,0.6036,46.0,0.6391,13.86,324.36
77528,7.11,1.3223,0.5473,30.0,0.6186,15.75,240.57
77529,5.58,1.7678,0.559,22.0,0.6679,87.03,206.19
77530,0.81,2.674,0.4007,6.0,0.7539,83.52,183.51
77531,6.21,2.9267,0.4756,13.0,0.8166,185.04,208.62
77532,0.72,2.0926,0.4366,5.0,0.5496,20.07,275.67
77533,4.77,2.6537,0.4915,12.0,0.504,15.3,602.73
77534,3.69,2.4823,0.585,17.0,0.5163,17.01,357.39
77535,12.51,2.902,0.6683,16.0,0.5573,13.95,277.29
77536,4.86,2.4648,0.5584,15.0,0.7738,38.43,251.73
77537,40.68,2.2651,0.6288,62.0,0.7654,84.42,493.02
77538,24.21,2.8215,0.6899,14.0,0.6275,47.88,1694.88
77539,8.1,1.9268,0.5547,19.0,0.5592,77.76,644.22
77540,1.8,4.8067,0.5409,12.0,0.8277,28.08,331.74
77541,6.39,3.0794,0.5404,25.0,0.7507,11.88,378.9
77542,22.41,3.3642,0.6762,23.0,0.7146,17.37,312.57
77543,6.03,3.9158,0.5815,15.0,0.6363,1.35,202.59
77544,64.89,3.0271,0.7073,49.0,0.6503,16.47,572.94
77545,123.84,1.7738,0.7285,82.0,0.645,19.26,279.72
77546,212.58,1.7153,0.7407,120.0,0.6631,32.85,236.88
77547,137.79,1.1226,0.6799,108.0,0.6048,31.41,211.77
77548,271.26,1.2282,0.6992,195.0,0.6374,64.26,236.25
77549,285.75,1.3207,0.7363,154.0,0.5938,42.03,260.01
77550,213.93,1.2415,0.6539,248.0,0.6345,132.21,332.19
77551,165.69,1.1489,0.6342,220.0,0.8078,153.27,268.2
77552,129.06,1.1268,0.6184,175.0,0.8524,162.45,296.55
77553,139.32,1.0141,0.5966,233.0,0.7633,138.69,312.3
77554,230.13,1.1155,0.6198,289.0,0.7791,89.82,258.03
77555,209.97,1.1602,0.6289,262.0,0.7459,117.99,247.95
77556,94.41,1.1784,0.568,168.0,0.6606,73.08,271.98
77557,69.39,1.0296,0.5497,150.0,0.6653,144.27,226.35
77558,115.56,1.0651,0.5768,181.0,0.6488,79.29,305.64
77559,613.89,1.1273,0.6973,273.0,0.6525,42.3,281.52
77560,1081.89,2.1627,0.7917,184.0,0.8849,429.75,308.97
77561,651.69,1.4497,0.7378,206.0,0.7265,162.18,596.07
77970,0.0,1.8219,0.098,0.0,0.7272,1.35,240.66
77971,0.09,4.2235,0.2258,1.0,NA,NA,267.21
77972,0.09,5.5626,0.2678,1.0,NA,NA,257.76
77973,2.16,3.9776,0.4609,7.0,0.8729,9.45,480.06
77974,2.07,3.6145,0.4656,13.0,0.6633,5.4,253.53
77975,8.19,4.7295,0.4803,30.0,0.8392,5.76,157.14
77976,14.04,3.2351,0.5326,27.0,NA,NA,158.67
77977,0.09,6.6416,0.2689,1.0,NA,NA,156.15
77978,0.0,1.8625,0.1354,0.0,0.9333,0.99,118.08
77979,3.96,2.5935,0.3445,17.0,0.8311,27.81,141.66
77980,50.76,3.2616,0.6718,54.0,0.558,2.43,146.43
77981,5.13,2.0372,0.336,28.0,0.5454,1.35,193.14
77982,4.05,1.1743,0.2338,15.0,0.4443,2.07,174.69
77983,63.81,1.0871,0.5089,32.0,0.7204,6.93,184.14
77984,64.71,3.6325,0.7074,37.0,0.6618,3.78,196.38
77985,2.34,1.8824,0.5513,12.0,0.5825,11.61,162.9
77986,13.86,2.5218,0.6148,43.0,0.587,10.26,160.29
77987,4.41,2.4667,0.554,30.0,0.6222,10.53,159.03
77988,46.44,2.872,0.6232,128.0,0.9174,408.42,266.76
77989,130.59,1.4498,0.6464,215.0,0.7707,94.86,278.46
77990,16.92,1.7252,0.6313,30.0,0.5721,11.88,202.14
77991,11.61,1.2623,0.5757,31.0,0.6084,52.11,224.37
77992,12.15,1.7108,0.5934,22.0,0.6483,49.05,239.13
77993,25.92,1.6977,0.7111,15.0,0.7437,16.56,203.94
77994,308.25,2.4184,0.8366,46.0,0.8049,176.58,213.03
77995,428.22,2.4468,0.7991,110.0,0.7843,391.86,324.45
77996,269.37,2.7336,0.7428,140.0,0.8494,336.33,260.64
77997,71.91,4.2205,0.6739,61.0,0.8838,56.43,211.23
77998,1.44,2.697,0.5101,8.0,0.7856,3.06,268.56
77999,5.49,2.4291,0.6354,12.0,0.8228,53.28,379.53
78000,5.22,3.0181,0.5715,7.0,0.731,54.9,483.57
78001,15.21,2.6123,0.5466,35.0,0.8405,44.82,1020.69
78002,10.89,2.423,0.5867,19.0,0.6561,17.82,290.16
78003,43.2,2.4334,0.7092,34.0,0.9089,118.71,373.23
78004,0.0,1.6073,0.3404,0.0,0.7076,10.08,225.72
78005,40.77,4.099,0.6973,31.0,0.6128,8.46,418.5
78006,125.19,2.8814,0.7532,57.0,0.5994,24.84,283.23
